,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
19,0.0,,0.0,0.0,0.0,,1.0,,1.0,0.0,0.0,1.0,0.001721,4,2394,0,440,0.0016680567139282735,0.0,0.0016680567139282735,5.2943286071726594e-05,2838
20,,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.152718,163,951,10,168,0.14631956912028726,0.056179775280898875,0.09013979383938839,0.0625782061606116,1292
21,,,1.0,,,0.0,,1.0,,1.0,,,0.24186,139,533,10,98,0.20684523809523808,0.09259259259259259,0.1142526455026455,0.1276073544973545,780
22,,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.071599,28,363,4,76,0.07161125319693094,0.05,0.02161125319693094,0.049987746803069055,471
23,1.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,,1.0,0.025641,13,878,0,148,0.014590347923681257,0.0,0.014590347923681257,0.011050652076318744,1039
24,1.0,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.006711,4,873,2,183,0.004561003420752566,0.010810810810810811,-0.006249807390058246,0.012960807390058246,1062
25,0.0,,1.0,1.0,0.0,,1.0,0.0,,1.0,0.0,1.0,0.049115,204,4025,39,783,0.048238354220856,0.04744525547445255,0.000793098746403445,0.048321901253596554,5051
26,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,1.0,0.006064,21,3263,0,513,0.006394640682095006,0.0,0.006394640682095006,0.00033064068209500645,3797
27,,,1.0,0.0,,,,,1.0,0.0,,1.0,0.026602,19,796,3,158,0.023312883435582823,0.018633540372670808,0.004679343062912015,0.021922656937087986,976
28,1.0,,0.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,0.008197,5,661,0,115,0.0075075075075075074,0.0,0.0075075075075075074,0.000689492492492492,781
29,,,1.0,0.0,,,1.0,,0.0,0.0,,1.0,0.026316,14,371,3,59,0.03636363636363636,0.04838709677419355,-0.012023460410557185,0.038339460410557184,447
30,,,1.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,0.034783,16,486,0,82,0.03187250996015936,0.0,0.03187250996015936,0.0029104900398406394,584
31,,,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,1.0,0.000894,42,37008,6,6599,0.0011336032388663967,0.0009084027252081756,0.00022520051365822105,0.000668799486341779,43655
32,,0.0,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,0.021739,6,299,2,64,0.019672131147540985,0.030303030303030304,-0.010630899155489319,0.03236989915548932,371
