,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
10,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022862,48,2172,10,408,0.021621621621621623,0.023923444976076555,-0.002301823354454932,0.025163823354454933,2638
11,,,1.0,0.0,,,,,1.0,0.0,,1.0,0.01875,26,816,3,165,0.030878859857482184,0.017857142857142856,0.013021717000339328,0.005728282999660671,1010
12,1.0,0.0,1.0,,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.093682,47,452,6,67,0.09418837675350701,0.0821917808219178,0.011996595931589207,0.0816854040684108,572
13,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.00942,16,1851,4,402,0.00856989823245849,0.009852216748768473,-0.0012823185163099837,0.010702318516309983,2273
14,1.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,1.0,0.011142,2,373,1,67,0.005333333333333333,0.014705882352941176,-0.009372549019607844,0.020514549019607843,443
15,1.0,,0.0,0.0,0.0,,1.0,,1.0,0.0,0.0,1.0,0.007194,0,308,0,54,0.0,0.0,0.0,0.007194,362
16,0.0,,1.0,,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.073022,226,2493,39,469,0.0831187936741449,0.07677165354330709,0.006347140130837814,0.06667485986916219,3227
17,,,1.0,,0.0,0.0,,1.0,,1.0,0.0,1.0,0.194389,107,419,12,64,0.20342205323193915,0.15789473684210525,0.0455273163898339,0.1488616836101661,602
18,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.014178,89,5471,16,983,0.016007194244604315,0.016016016016016016,-8.821771411701013e-06,0.0141868217714117,6559
19,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.027778,19,1318,4,230,0.014210919970082274,0.017094017094017096,-0.002883097123934822,0.030661097123934822,1571
20,0.0,,0.0,0.0,0.0,,1.0,,1.0,0.0,0.0,1.0,0.002103,3,2341,0,451,0.001279863481228669,0.0,0.001279863481228669,0.0008231365187713309,2795
21,1.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,1.0,0.059524,16,409,2,66,0.03764705882352941,0.029411764705882353,0.008235294117647056,0.051288705882352945,493
22,,,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.004626,5,1317,2,254,0.0037821482602118004,0.0078125,-0.004030351739788199,0.008656351739788199,1578
23,,0.0,1.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,0.050053,110,1785,16,265,0.05804749340369393,0.05693950177935943,0.0011079916243345034,0.0489450083756655,2176
24,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.088608,11,360,1,68,0.029649595687331536,0.014492753623188406,0.01515684206414313,0.07345115793585688,440
25,0.0,,,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.004284,45,7553,5,1382,0.005922611213477231,0.003604902667627974,0.002317708545849257,0.0019662914541507424,8985
26,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.017523,11,901,2,152,0.01206140350877193,0.012987012987012988,-0.0009256094782410587,0.01844860947824106,1066
27,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,1.0,0.005975,21,3216,1,517,0.006487488415199258,0.0019305019305019305,0.004556986484697328,0.0014180135153026721,3755
28,1.0,,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.00117,23,15359,6,2814,0.0014952541932128462,0.002127659574468085,-0.0006324053812552389,0.001802405381255239,18202
29,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.023148,23,1113,2,209,0.020246478873239437,0.009478672985781991,0.010767805887457446,0.012380194112542552,1347
