,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,causal_effect,n11,n12,n21,n22,pi_1,pi_2,phi,bias,N
21,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,0.025496,13,644,2,136,0.0197869101978691,0.014492753623188406,0.005294156574680695,0.020201843425319305,795
22,,,1.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,0.097872,44,430,1,59,0.09282700421940929,0.016666666666666666,0.07616033755274262,0.021711662447257377,534
23,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.001068,22,22589,5,3975,0.0009729777541904383,0.001256281407035176,-0.00028330365284473763,0.0013513036528447376,26591
24,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.00129,5,2322,0,421,0.0021486892995272885,0.0,0.0021486892995272885,0.0008586892995272885,2748
25,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,,1.0,0.061597,87,1252,12,205,0.06497386109036594,0.055299539170506916,0.009674321919859029,0.05192267808014097,1556
26,,,1.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,0.030488,17,453,1,79,0.036170212765957444,0.0125,0.023670212765957443,0.006817787234042558,550
27,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0.075,9,379,2,66,0.023195876288659795,0.029411764705882353,-0.006215888417222558,0.08121588841722255,456
28,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.017324,77,5498,13,1005,0.013811659192825112,0.012770137524557957,0.0010415216682671553,0.016282478331732846,6593
29,,,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.015021,6,497,1,74,0.011928429423459244,0.013333333333333334,-0.00140490390987409,0.01642590390987409,578
30,,,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.007444,0,476,0,68,0.0,0.0,0.0,0.007444,544
31,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.008386,18,1762,3,357,0.010112359550561797,0.008333333333333333,0.001779026217228464,0.0066069737827715355,2140
32,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.004471,43,7419,4,1410,0.005762530152774056,0.002828854314002829,0.0029336758387712267,0.0015373241612287735,8876
